Gene ID	source_id	Product Description	Gene Type	Input ID
PF3D7_0210000	PF3D7_0210000.1	secretory complex protein 61 gamma subunit	protein coding gene	PF3D7_0210000
PF3D7_0210100	PF3D7_0210100.1	60S ribosomal protein L37ae, putative	protein coding gene	PF3D7_0210100
PF3D7_0210100	PF3D7_0210100.2	60S ribosomal protein L37ae, putative	protein coding gene	PF3D7_0210100
PF3D7_0210200	PF3D7_0210200.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0210200
PF3D7_0210300	PF3D7_0210300.1	monocarboxylate transporter, putative	protein coding gene	PF3D7_0210300
PF3D7_0210400	PF3D7_0210400.1	50S ribosomal protein L33, putative	protein coding gene	PF3D7_0210400
PF3D7_0210500	PF3D7_0210500.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0210500
PF3D7_0210600	PF3D7_0210600.1	protein CERLI1	protein coding gene	PF3D7_0210600
PF3D7_0210700	PF3D7_0210700.1	syntaxin, Qa-SNARE family	protein coding gene	PF3D7_0210700
PF3D7_0210800	PF3D7_0210800.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0210800
PF3D7_0210900	PF3D7_0210900.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0210900
PF3D7_0211000	PF3D7_0211000.1	non-coding RNA	ncRNA gene	PF3D7_0211000
PF3D7_0211100	PF3D7_0211100.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0211100
PF3D7_0211200	PF3D7_0211200.1	ras-related protein Rab-5A	protein coding gene	PF3D7_0211200
PF3D7_0211300	PF3D7_0211300.1	ubiquinol-cytochrome-c reductase complex assembly factor 1, putative	protein coding gene	PF3D7_0211300
PF3D7_0211400	PF3D7_0211400.1	beta-ketoacyl-ACP synthase III	protein coding gene	PF3D7_0211400
PF3D7_0211500	PF3D7_0211500.1	GAF domain-related protein, putative	protein coding gene	PF3D7_0211500
PF3D7_0211600	PF3D7_0211600.1	UDP-N-acetylglucosamine transferase subunit ALG14, putative	protein coding gene	PF3D7_0211600
PF3D7_0211700	PF3D7_0211700.1	tyrosine kinase-like protein, putative	protein coding gene	PF3D7_0211700
PF3D7_0211800	PF3D7_0211800.1	asparagine--tRNA ligase	protein coding gene	PF3D7_0211800
PF3D7_0211900	PF3D7_0211900.1	pseudouridine synthase, putative	protein coding gene	PF3D7_0211900
PF3D7_0212000	PF3D7_0212000.1	GDP-fructose:GMP antiporter, putative	protein coding gene	PF3D7_0212000
PF3D7_0212100	PF3D7_0212100.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0212100
PF3D7_0212200	PF3D7_0212200.1	ribosomal protein L12, mitochondrial, putative	protein coding gene	PF3D7_0212200
PF3D7_0212300	PF3D7_0212300.1	eukaryotic peptide chain release factor subunit 1, putative	protein coding gene	PF3D7_0212300
PF3D7_0212400	PF3D7_0212400.1	nucleoporin NUP390, putative	protein coding gene	PF3D7_0212400
PF3D7_0212500	PF3D7_0212500.1	nucleoporin NUP434, putative	protein coding gene	PF3D7_0212500
PF3D7_0212600	PF3D7_0212600.1	secreted protein with altered thrombospondin repeat domain	protein coding gene	PF3D7_0212600
PF3D7_0212700	PF3D7_0212700.1	SRR1-like protein	protein coding gene	PF3D7_0212700
PF3D7_0212800	PF3D7_0212800.1	multidrug efflux pump, putative	protein coding gene	PF3D7_0212800
PF3D7_0212900	PF3D7_0212900.1	arginyl-tRNA--protein transferase	protein coding gene	PF3D7_0212900
PF3D7_0213000	PF3D7_0213000.1	conserved protein, unknown function	protein coding gene	PF3D7_0213000
PF3D7_0213100	PF3D7_0213100.1	protein SIS1	protein coding gene	PF3D7_0213100
PF3D7_0213200	PF3D7_0213200.1	mitochondrial respiratory chain complex II subunit, putative	protein coding gene	PF3D7_0213200
PF3D7_0213300	PF3D7_0213300.1	conserved protein, unknown function	protein coding gene	PF3D7_0213300
PF3D7_0213400	PF3D7_0213400.1	protein kinase 7	protein coding gene	PF3D7_0213400
PF3D7_0213500	PF3D7_0213500.1	tetratricopeptide repeat protein, putative	protein coding gene	PF3D7_0213500
PF3D7_0213600	PF3D7_0213600.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0213600
PF3D7_0213700	PF3D7_0213700.1	conserved protein, unknown function	protein coding gene	PF3D7_0213700
PF3D7_0213800	PF3D7_0213800.1	conserved protein, unknown function	protein coding gene	PF3D7_0213800
PF3D7_0213900	PF3D7_0213900.1	RTR1 domain-containing protein, putative	protein coding gene	PF3D7_0213900
PF3D7_0214000	PF3D7_0214000.1	T-complex protein 1 subunit theta	protein coding gene	PF3D7_0214000
PF3D7_0214100	PF3D7_0214100.1	protein transport protein SEC31	protein coding gene	PF3D7_0214100
PF3D7_0214200	PF3D7_0214200.1	ribosomal protein L13, mitochondrial	protein coding gene	PF3D7_0214200
PF3D7_0214300	PF3D7_0214300.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0214300
PF3D7_0214400	PF3D7_0214400.1	protein LTV1, putative	protein coding gene	PF3D7_0214400
PF3D7_0214500	PF3D7_0214500.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0214500
PF3D7_0214600	PF3D7_0214600.1	serine/threonine protein kinase STK2, putative	protein coding gene	PF3D7_0214600
PF3D7_0214700	PF3D7_0214700.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0214700
PF3D7_0214800	PF3D7_0214800.1	conserved Plasmodium membrane protein, unknown function	protein coding gene	PF3D7_0214800
PF3D7_0214900	PF3D7_0214900.1	rhoptry neck protein 6	protein coding gene	PF3D7_0214900
PF3D7_0215000	PF3D7_0215000.1	acyl-CoA synthetase	protein coding gene	PF3D7_0215000
PF3D7_0215100	PF3D7_0215100.1	RING zinc finger protein, putative	protein coding gene	PF3D7_0215100
PF3D7_0215200	PF3D7_0215200.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0215200
PF3D7_0215300	PF3D7_0215300.1	acyl-CoA synthetase	protein coding gene	PF3D7_0215300
PF3D7_0215400	PF3D7_0215400.1	WD repeat-containing protein, putative	protein coding gene	PF3D7_0215400
PF3D7_0215500	PF3D7_0215500.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0215500
PF3D7_0215600	PF3D7_0215600.1	Golgi to ER traffic protein 2	protein coding gene	PF3D7_0215600
PF3D7_0215700	PF3D7_0215700.1	DNA-directed RNA polymerase II subunit RPB2, putative	protein coding gene	PF3D7_0215700
PF3D7_0215800	PF3D7_0215800.1	origin recognition complex subunit 5	protein coding gene	PF3D7_0215800
PF3D7_0215900	PF3D7_0215900.1	palmitoyltransferase DHHC11, putative	protein coding gene	PF3D7_0215900
PF3D7_0216000	PF3D7_0216000.1	DEAD/DEAH box helicase, putative	protein coding gene	PF3D7_0216000
PF3D7_0216100	PF3D7_0216100.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0216100
PF3D7_0216200	PF3D7_0216200.1	Alba domain-containing protein, putative	protein coding gene	PF3D7_0216200
PF3D7_0216300	PF3D7_0216300.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0216300
PF3D7_0216400	PF3D7_0216400.1	vacuolar protein sorting-associated protein 45	protein coding gene	PF3D7_0216400
PF3D7_0216500	PF3D7_0216500.1	WD repeat-containing protein, putative	protein coding gene	PF3D7_0216500
PF3D7_0216600	PF3D7_0216600.1	sugar transporter, putative	protein coding gene	PF3D7_0216600
PF3D7_0216700	PF3D7_0216700.1	autophagy-related protein 11, putative	protein coding gene	PF3D7_0216700
PF3D7_0216700	PF3D7_0216700.2	autophagy-related protein 11, putative	protein coding gene	PF3D7_0216700
PF3D7_0216800	PF3D7_0216800.1	TMEM121 domain-containing protein, putative	protein coding gene	PF3D7_0216800
PF3D7_0216900	PF3D7_0216900.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0216900
PF3D7_0217000	PF3D7_0217000.1	conserved Plasmodium membrane protein, unknown function	protein coding gene	PF3D7_0217000
PF3D7_0217100	PF3D7_0217100.1	ATP synthase subunit alpha, mitochondrial	protein coding gene	PF3D7_0217100
PF3D7_0217200	PF3D7_0217200.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0217200
PF3D7_0217300	PF3D7_0217300.1	AP-2 complex subunit sigma, putative	protein coding gene	PF3D7_0217300
PF3D7_0217400	PF3D7_0217400.1	conserved protein, unknown function	protein coding gene	PF3D7_0217400
PF3D7_0217500	PF3D7_0217500.1	calcium-dependent protein kinase 1	protein coding gene	PF3D7_0217500
PF3D7_0217600	PF3D7_0217600.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0217600
PF3D7_0217700	PF3D7_0217700.1	E2F-associated phosphoprotein, putative	protein coding gene	PF3D7_0217700
PF3D7_0217800	PF3D7_0217800.1	40S ribosomal protein S26	protein coding gene	PF3D7_0217800
PF3D7_0217900	PF3D7_0217900.1	thioesterase/thiol ester dehydrase-isomerase, putative	protein coding gene	PF3D7_0217900
PF3D7_0218000	PF3D7_0218000.1	replication factor C subunit 2, putative	protein coding gene	PF3D7_0218000
PF3D7_0218100	PF3D7_0218100.1	conserved protein, unknown function	protein coding gene	PF3D7_0218100
PF3D7_0218200	PF3D7_0218200.1	SUZ domain-containing protein, putative	protein coding gene	PF3D7_0218200
PF3D7_0218300	PF3D7_0218300.1	rRNA methyltransferase, putative	protein coding gene	PF3D7_0218300
PF3D7_0218400	PF3D7_0218400.1	ATP-dependent RNA helicase DDX47, putative	protein coding gene	PF3D7_0218400
PF3D7_0218500	PF3D7_0218500.1	small nuclear ribonucleoprotein Sm D2, putative	protein coding gene	PF3D7_0218500
PF3D7_0218600	PF3D7_0218600.1	patatin-like phospholipase, putative	protein coding gene	PF3D7_0218600
PF3D7_0218700	PF3D7_0218700.1	pre-mRNA-processing protein 45, putative	protein coding gene	PF3D7_0218700
PF3D7_0218800	PF3D7_0218800.1	ribonuclease P	ncRNA gene	PF3D7_0218800
PF3D7_0218900	PF3D7_0218900.1	Plasmodium RNA of unknown function RUF2	ncRNA gene	PF3D7_0218900
PF3D7_0219000	PF3D7_0219000.1	small nucleolar RNA snoR01	ncRNA gene	PF3D7_0219000
PF3D7_0219100	PF3D7_0219100.1	saccharopine dehydrogenase, putative	protein coding gene	PF3D7_0219100
PF3D7_0219200	PF3D7_0219200.1	40S ribosomal protein S30	protein coding gene	PF3D7_0219200
PF3D7_0219300	PF3D7_0219300.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0219300
PF3D7_0219400	PF3D7_0219400.1	ribosome associated membrane protein RAMP4, putative	protein coding gene	PF3D7_0219400
PF3D7_0219500	PF3D7_0219500.1	pseudouridine synthase, putative	protein coding gene	PF3D7_0219500
PF3D7_0219600	PF3D7_0219600.1	replication factor C subunit 1	protein coding gene	PF3D7_0219600
PF3D7_0219700	PF3D7_0219700.1	Plasmodium exported protein (PHISTc), unknown function	protein coding gene	PF3D7_0219700
PF3D7_0219800	PF3D7_0219800.1	Plasmodium exported protein (PHISTc), unknown function	protein coding gene	PF3D7_0219800
PF3D7_0219900	PF3D7_0219900.1	Plasmodium exported protein, unknown function	protein coding gene	PF3D7_0219900
PF3D7_0220000	PF3D7_0220000.1	liver stage antigen 3	protein coding gene	PF3D7_0220000
PF3D7_0220100	PF3D7_0220100.1	DnaJ protein, putative	protein coding gene	PF3D7_0220100
PF3D7_0220200	PF3D7_0220200.1	Plasmodium exported protein, unknown function	protein coding gene	PF3D7_0220200
PF3D7_0220300	PF3D7_0220300.1	Plasmodium exported protein, unknown function	protein coding gene	PF3D7_0220300
PF3D7_0220400	PF3D7_0220400.1	DnaJ protein, putative, pseudogene	pseudogene	PF3D7_0220400
PF3D7_0220500	PF3D7_0220500.1	Plasmodium exported protein (hyp2), unknown function	protein coding gene	PF3D7_0220500
PF3D7_0220600	PF3D7_0220600.1	Plasmodium exported protein (hyp9), unknown function	protein coding gene	PF3D7_0220600
PF3D7_0220700	PF3D7_0220700.1	Plasmodium exported protein (hyp9), unknown function	protein coding gene	PF3D7_0220700
PF3D7_0220800	PF3D7_0220800.1	cytoadherence linked asexual protein 2	protein coding gene	PF3D7_0220800
PF3D7_0220900	PF3D7_0220900.1	Plasmodium exported protein, unknown function, pseudogene	pseudogene	PF3D7_0220900
PF3D7_0221000	PF3D7_0221000.1	Plasmodium exported protein, unknown function	protein coding gene	PF3D7_0221000
PF3D7_0221100	PF3D7_0221100.1	Plasmodium exported protein, unknown function, pseudogene	pseudogene	PF3D7_0221100
PF3D7_0221200	PF3D7_0221200.1	Plasmodium exported protein (hyp15), unknown function	protein coding gene	PF3D7_0221200
PF3D7_0221300	PF3D7_0221300.1	Plasmodium exported protein, unknown function, pseudogene	pseudogene	PF3D7_0221300
PF3D7_0221400	PF3D7_0221400.1	stevor	protein coding gene	PF3D7_0221400
PF3D7_0221500	PF3D7_0221500.1	Pfmc-2TM Maurer's cleft two transmembrane protein, pseudogene	pseudogene	PF3D7_0221500
PF3D7_0221600	PF3D7_0221600.1	Plasmodium exported protein, unknown function, pseudogene	pseudogene	PF3D7_0221600
PF3D7_0221650	PF3D7_0221650.1	Plasmodium exported protein, unknown function, pseudogene	pseudogene	PF3D7_0221650
PF3D7_0221700	PF3D7_0221700.1	Plasmodium exported protein, unknown function	protein coding gene	PF3D7_0221700
PF3D7_0221800	PF3D7_0221800.1	hypothetical protein	protein coding gene	PF3D7_0221800
PF3D7_0221900	PF3D7_0221900.1	erythrocyte membrane protein 1 (PfEMP1), pseudogene	pseudogene	PF3D7_0221900
PF3D7_0222000	PF3D7_0222000.1	exported protein family 1	protein coding gene	PF3D7_0222000
PF3D7_0222100	PF3D7_0222100.1	Pfmc-2TM Maurer's cleft two transmembrane protein	protein coding gene	PF3D7_0222100
PF3D7_0222200	PF3D7_0222200.1	exported protein family 3	protein coding gene	PF3D7_0222200
PF3D7_0222300	PF3D7_0222300.1	exported protein family 4, pseudogene	pseudogene	PF3D7_0222300
PF3D7_0222400	PF3D7_0222400.1	rifin, pseudogene	pseudogene	PF3D7_0222400
PF3D7_0222500	PF3D7_0222500.1	rifin	protein coding gene	PF3D7_0222500
PF3D7_0222600	PF3D7_0222600.1	rifin	protein coding gene	PF3D7_0222600
PF3D7_0222700	PF3D7_0222700.1	rifin	protein coding gene	PF3D7_0222700
PF3D7_0222800	PF3D7_0222800.1	stevor	protein coding gene	PF3D7_0222800
PF3D7_0222900	PF3D7_0222900.1	erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene	pseudogene	PF3D7_0222900
PF3D7_0223100	PF3D7_0223100.1	rifin	protein coding gene	PF3D7_0223100
PF3D7_0223200	PF3D7_0223200.1	rifin	protein coding gene	PF3D7_0223200
PF3D7_0223300	PF3D7_0223300.1	erythrocyte membrane protein 1 (PfEMP1), exon 2	protein coding gene	PF3D7_0223300
PF3D7_0223400	PF3D7_0223400.1	rifin	protein coding gene	PF3D7_0223400
PF3D7_0223500	PF3D7_0223500.1	erythrocyte membrane protein 1, PfEMP1	protein coding gene	PF3D7_0223500
PF3D7_0300100	PF3D7_0300100.1	erythrocyte membrane protein 1, PfEMP1	protein coding gene	PF3D7_0300100
PF3D7_0300200	PF3D7_0300200.1	rifin	protein coding gene	PF3D7_0300200
PF3D7_0300300	PF3D7_0300300.1	erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene	pseudogene	PF3D7_0300300
PF3D7_0300400	PF3D7_0300400.1	stevor	protein coding gene	PF3D7_0300400
PF3D7_0300500	PF3D7_0300500.1	rifin	protein coding gene	PF3D7_0300500
PF3D7_0300600	PF3D7_0300600.1	Plasmodium exported protein, unknown function, fragment	protein coding gene	PF3D7_0300600
PF3D7_0300700	PF3D7_0300700.1	rifin	protein coding gene	PF3D7_0300700
PF3D7_0300800	PF3D7_0300800.1	rifin	protein coding gene	PF3D7_0300800
PF3D7_0300900	PF3D7_0300900.1	stevor	protein coding gene	PF3D7_0300900
PF3D7_0301000	PF3D7_0301000.1	acyl-CoA synthetase	protein coding gene	PF3D7_0301000
PF3D7_0301100	PF3D7_0301100.1	Plasmodium exported protein (hyp13), unknown function	protein coding gene	PF3D7_0301100
PF3D7_0301200	PF3D7_0301200.1	serine/threonine protein kinase, FIKK family	protein coding gene	PF3D7_0301200
PF3D7_0301300	PF3D7_0301300.1	epoxide hydrolase 1	protein coding gene	PF3D7_0301300
PF3D7_0301400	PF3D7_0301400.1	Plasmodium exported protein, unknown function	protein coding gene	PF3D7_0301400
PF3D7_0301500	PF3D7_0301500.1	Plasmodium exported protein, unknown function	protein coding gene	PF3D7_0301500
PF3D7_0301600	PF3D7_0301600.1	Plasmodium exported protein (hyp1), unknown function	protein coding gene	PF3D7_0301600
PF3D7_0301700	PF3D7_0301700.1	EMP1 trafficking protein PTP7	protein coding gene	PF3D7_0301700
PF3D7_0301800	PF3D7_0301800.1	Plasmodium exported protein, unknown function	protein coding gene	PF3D7_0301800
PF3D7_0301900	PF3D7_0301900.1	conserved protein, unknown function	protein coding gene	PF3D7_0301900
PF3D7_0302000	PF3D7_0302000.1	pre-mRNA-splicing factor PRP46, putative	protein coding gene	PF3D7_0302000
PF3D7_0302100	PF3D7_0302100.1	serine/threonine protein kinase	protein coding gene	PF3D7_0302100
PF3D7_0302200	PF3D7_0302200.1	cytoadherence linked asexual protein 3.2	protein coding gene	PF3D7_0302200
PF3D7_0302300	PF3D7_0302300.1	erythrocyte membrane protein 1 (PfEMP1), pseudogene	pseudogene	PF3D7_0302300
PF3D7_0302400	PF3D7_0302400.1	non-coding RNA	ncRNA gene	PF3D7_0302400
PF3D7_0302500	PF3D7_0302500.1	cytoadherence linked asexual protein 3.1	protein coding gene	PF3D7_0302500
PF3D7_0302600	PF3D7_0302600.1	ABC transporter B family member 4, putative	protein coding gene	PF3D7_0302600
PF3D7_0302700	PF3D7_0302700.1	CDGSH iron-sulfur domain-containing protein, putative	protein coding gene	PF3D7_0302700
PF3D7_0302800	PF3D7_0302800.1	RNA-binding protein, putative	protein coding gene	PF3D7_0302800
PF3D7_0302900	PF3D7_0302900.1	exportin-1, putative	protein coding gene	PF3D7_0302900
PF3D7_0303000	PF3D7_0303000.1	N-ethylmaleimide-sensitive fusion protein	protein coding gene	PF3D7_0303000
PF3D7_0303100	PF3D7_0303100.1	CLP1 P-loop domain-containing protein, putative	protein coding gene	PF3D7_0303100
PF3D7_0303200	PF3D7_0303200.1	lipin, putative	protein coding gene	PF3D7_0303200
PF3D7_0303300	PF3D7_0303300.1	DNA-directed RNA polymerases I, II, and III subunit RPABC2, putative	protein coding gene	PF3D7_0303300
PF3D7_0303400	PF3D7_0303400.1	palmitoyltransferase DHHC1	protein coding gene	PF3D7_0303400
PF3D7_0303500	PF3D7_0303500.1	spindle pole body protein, putative	protein coding gene	PF3D7_0303500
PF3D7_0303600	PF3D7_0303600.1	plasmoredoxin	protein coding gene	PF3D7_0303600
PF3D7_0303700	PF3D7_0303700.1	lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex	protein coding gene	PF3D7_0303700
PF3D7_0303800	PF3D7_0303800.1	IBR domain protein, putative	protein coding gene	PF3D7_0303800
PF3D7_0303900	PF3D7_0303900.1	phosphatidylethanolamine-binding protein, putative	protein coding gene	PF3D7_0303900
PF3D7_0304000	PF3D7_0304000.1	inner membrane complex protein 1a, putative	protein coding gene	PF3D7_0304000
PF3D7_0304100	PF3D7_0304100.1	inner membrane complex protein 1e, putative	protein coding gene	PF3D7_0304100
PF3D7_0304200	PF3D7_0304200.1	EH domain-containing protein	protein coding gene	PF3D7_0304200
PF3D7_0304300	PF3D7_0304300.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0304300
PF3D7_0304400	PF3D7_0304400.1	60S ribosomal protein L44	protein coding gene	PF3D7_0304400
PF3D7_0304500	PF3D7_0304500.1	1-cys-glutaredoxin-like protein-1	protein coding gene	PF3D7_0304500
PF3D7_0304600	PF3D7_0304600.1	circumsporozoite (CS) protein	protein coding gene	PF3D7_0304600
PF3D7_0304700	PF3D7_0304700.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0304700
PF3D7_0304800	PF3D7_0304800.1	conserved Plasmodium membrane protein, unknown function	protein coding gene	PF3D7_0304800
PF3D7_0304900	PF3D7_0304900.1	conserved protein, unknown function	protein coding gene	PF3D7_0304900
PF3D7_0305000	PF3D7_0305000.1	elongation factor Ts	protein coding gene	PF3D7_0305000
PF3D7_0305100	PF3D7_0305100.1	conserved Plasmodium protein, unknown function	protein coding gene	PF3D7_0305100
PF3D7_0305200	PF3D7_0305200.1	GRIP domain-containing protein, putative	protein coding gene	PF3D7_0305200
PF3D7_0305300	PF3D7_0305300.1	transporter, putative	protein coding gene	PF3D7_0305300
PF3D7_0305400	PF3D7_0305400.1	conserved protein, unknown function	protein coding gene	PF3D7_0305400
PF3D7_0305500	PF3D7_0305500.1	protein dopey homolog, putative	protein coding gene	PF3D7_0305500
